Id,Request Tijdstempel,Response Tijdstempel,Methode,URL,Code,Reden,RTT,Grootte Resp. Header,Grootte Resp. Body
564,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/customer-wishlist.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,46,430,96
565,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/detail.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,47,435,85
566,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/faq.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,40,427,82
567,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/faq.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,22,429,82
568,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/detail.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,50,428,85
569,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,GET,http://172.18.0.4:30001/img,301,Moved Permanently,8,332,41
570,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/favicon.png?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,15,426,85
571,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/img?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,29,427,77
572,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/favicon.png?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,26,429,85
573,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/img?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,8,428,77
574,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/img/banner2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,29,431,89
575,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/img/banner.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,27,431,88
576,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/img/banner.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,48,432,88
577,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/img/banner2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,49,426,89
578,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/img/logo-small.png?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,12,430,92
579,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/img/logo.png?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,11,430,86
580,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/img/logo-small.png?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,10,430,92
581,Mon Mar 20 13:42:29 CET 2023,Mon Mar 20 13:42:29 CET 2023,POST,http://172.18.0.4:30001/img/logo.png?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,13,428,86
582,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product1_2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,5,432,92
583,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product1.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,6,428,90
584,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product1_2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,5,426,92
585,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product1.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,5,430,90
586,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,21,428,90
587,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product2_2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,18,426,92
588,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,50,430,90
589,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product2_2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,53,434,92
590,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product3.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,14,428,90
591,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product3_2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,9,426,92
592,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product3_2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,11,428,92
593,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/product3.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,12,432,90
594,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/weave1.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,14,430,88
595,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/weave2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,26,432,88
596,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/weave1.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,17,430,88
597,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/weave2.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,10,430,88
598,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/weave3.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,4,428,88
599,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,GET,http://172.18.0.4:30001/js,301,Moved Permanently,4,331,39
600,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/index.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,6,428,84
601,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/index.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,8,432,84
602,Mon Mar 20 13:42:30 CET 2023,Mon Mar 20 13:42:30 CET 2023,POST,http://172.18.0.4:30001/img/weave3.jpg?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,10,432,88
603,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,14,426,76
604,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/bootstrap-hover-dropdown.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,18,427,104
605,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,8,428,76
606,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/bootstrap-hover-dropdown.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,46,429,104
607,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/bootstrap.min.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,19,426,93
608,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/client.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,18,427,86
609,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/client.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,22,435,86
610,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/bootstrap.min.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,50,431,93
611,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/jquery-1.11.0.min.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,4,434,97
612,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/front.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,5,436,85
613,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/jquery-1.11.0.min.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,6,428,97
614,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/front.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,5,428,85
615,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/jquery.query-object.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,17,426,99
616,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/jquery.cookie.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,18,428,93
617,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/jquery.query-object.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,32,429,99
618,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/jquery.cookie.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,53,430,93
619,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/js.cookie.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,5,430,89
620,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/modernizr.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,4,426,89
621,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/js.cookie.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,4,428,89
622,Mon Mar 20 13:42:31 CET 2023,Mon Mar 20 13:42:31 CET 2023,POST,http://172.18.0.4:30001/js/modernizr.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,49,426,89
623,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/js/owl.carousel.min.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,5,428,96
624,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/js/respond.min.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,4,428,91
625,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/js/owl.carousel.min.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,3,430,96
626,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/js/respond.min.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,3,428,91
627,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/js/waypoints.min.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,13,426,93
628,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/post.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,14,432,83
629,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/js/waypoints.min.js?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,20,428,93
630,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/post.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,8,428,83
631,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/register.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,25,430,87
632,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/robots.txt?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,25,429,84
633,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/register.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,10,430,87
634,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/robots.txt?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,51,430,84
635,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/text-right.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,4,428,89
636,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/sitemap.xml?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,4,432,85
637,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/sitemap.xml?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,12,426,85
638,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/text-right.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,50,432,89
639,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/text.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,18,426,83
640,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/text.html?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,404,Not Found,5,432,83
641,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:32 CET 2023,POST,http://172.18.0.4:30001/customer-orders.html,404,Not Found,6,307,34
642,Mon Mar 20 13:42:32 CET 2023,Mon Mar 20 13:42:33 CET 2023,POST,http://172.18.0.4:30001/customer-orders.html,404,Not Found,49,307,34
643,Mon Mar 20 13:42:33 CET 2023,Mon Mar 20 13:42:33 CET 2023,POST,http://172.18.0.4:30001/customer-orders.html,404,Not Found,7,307,34
644,Mon Mar 20 13:42:33 CET 2023,Mon Mar 20 13:42:33 CET 2023,POST,http://172.18.0.4:30001/customer-orders.html,404,Not Found,6,307,34
645,Mon Mar 20 13:42:33 CET 2023,Mon Mar 20 13:42:33 CET 2023,POST,http://172.18.0.4:30001/customer-orders.html,404,Not Found,47,307,34
646,Mon Mar 20 13:42:33 CET 2023,Mon Mar 20 13:42:33 CET 2023,POST,http://172.18.0.4:30001/customer-orders.html,404,Not Found,3,307,34
647,Mon Mar 20 13:42:33 CET 2023,Mon Mar 20 13:42:33 CET 2023,POST,http://172.18.0.4:30001/customer-orders.html,404,Not Found,4,307,34
648,Mon Mar 20 13:42:33 CET 2023,Mon Mar 20 13:42:33 CET 2023,POST,http://172.18.0.4:30001/customer-orders.html,404,Not Found,6,307,34
649,Mon Mar 20 13:42:33 CET 2023,Mon Mar 20 13:42:33 CET 2023,POST,http://172.18.0.4:30001/customer-orders.html,404,Not Found,47,307,34
650,Mon Mar 20 13:42:33 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=768769025541883827.owasp.org&ccv=ZAP&expires=ZAP,200,OK,9,400,23388
651,Mon Mar 20 13:42:33 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=768769025541883827.owasp.org&country=ZAP&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,10,400,23388
652,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=http%3A%2F%2F768769025541883827.owasp.org&ccv=ZAP&expires=ZAP,200,OK,12,400,23388
653,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=http%3A%2F%2F768769025541883827.owasp.org&country=ZAP&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,12,400,23388
654,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=https%3A%2F%2F768769025541883827.owasp.org&country=ZAP&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,7,400,23388
655,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=https%3A%2F%2F768769025541883827.owasp.org&ccv=ZAP&expires=ZAP,200,OK,7,400,23388
656,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=https%3A%2F%2F768769025541883827%252eowasp%252eorg&country=ZAP&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,4,400,23388
657,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=https%3A%2F%2F768769025541883827%252eowasp%252eorg&ccv=ZAP&expires=ZAP,200,OK,47,400,23388
658,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=5%3BURL%3D%27https%3A%2F%2F768769025541883827.owasp.org%27&country=ZAP&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,46,400,23388
659,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=5%3BURL%3D%27https%3A%2F%2F768769025541883827.owasp.org%27&ccv=ZAP&expires=ZAP,200,OK,3,400,23388
660,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=URL%3D%27http%3A%2F%2F768769025541883827.owasp.org%27&ccv=ZAP&expires=ZAP,200,OK,3,400,23388
661,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=URL%3D%27http%3A%2F%2F768769025541883827.owasp.org%27&country=ZAP&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,3,400,23388
662,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=http%3A%2F%2F%5C768769025541883827.owasp.org&ccv=ZAP&expires=ZAP,200,OK,8,400,23388
663,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=http%3A%2F%2F%5C768769025541883827.owasp.org&country=ZAP&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,2,400,23388
664,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=https%3A%2F%2F%5C768769025541883827.owasp.org&ccv=ZAP&expires=ZAP,200,OK,5,400,23388
665,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=https%3A%2F%2F%5C768769025541883827.owasp.org&country=ZAP&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,5,400,23388
666,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=%2F%2F768769025541883827.owasp.org&ccv=ZAP&expires=ZAP,200,OK,2,400,23388
667,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=%2F%2F768769025541883827.owasp.org&country=ZAP&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,2,400,23388
668,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=ZAP&ccv=768769025541883827.owasp.org&expires=ZAP,200,OK,3,400,23388
669,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=ZAP&country=768769025541883827.owasp.org&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,3,400,23388
670,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=ZAP&country=http%3A%2F%2F768769025541883827.owasp.org&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,2,400,23388
671,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=ZAP&ccv=http%3A%2F%2F768769025541883827.owasp.org&expires=ZAP,200,OK,46,400,23388
672,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=ZAP&country=https%3A%2F%2F768769025541883827.owasp.org&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,45,400,23388
673,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=ZAP&ccv=https%3A%2F%2F768769025541883827.owasp.org&expires=ZAP,200,OK,4,400,23388
674,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=ZAP&country=https%3A%2F%2F768769025541883827%252eowasp%252eorg&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,3,400,23388
675,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=ZAP&ccv=https%3A%2F%2F768769025541883827%252eowasp%252eorg&expires=ZAP,200,OK,3,400,23388
676,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=ZAP&country=5%3BURL%3D%27https%3A%2F%2F768769025541883827.owasp.org%27&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,6,400,23388
677,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=ZAP&ccv=5%3BURL%3D%27https%3A%2F%2F768769025541883827.owasp.org%27&expires=ZAP,200,OK,5,400,23388
678,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=ZAP&ccv=URL%3D%27http%3A%2F%2F768769025541883827.owasp.org%27&expires=ZAP,200,OK,5,400,23388
679,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=ZAP&ccv=http%3A%2F%2F%5C768769025541883827.owasp.org&expires=ZAP,200,OK,3,400,23388
680,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=ZAP&country=URL%3D%27http%3A%2F%2F768769025541883827.owasp.org%27&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,51,400,23388
681,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=ZAP&country=http%3A%2F%2F%5C768769025541883827.owasp.org&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,2,400,23388
682,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?card-number=ZAP&ccv=https%3A%2F%2F%5C768769025541883827.owasp.org&expires=ZAP,200,OK,43,400,23388
683,Mon Mar 20 13:42:34 CET 2023,Mon Mar 20 13:42:34 CET 2023,GET,http://172.18.0.4:30001/basket.html?city=ZAP&country=https%3A%2F%2F%5C768769025541883827.owasp.org&house-number=ZAP&post-code=ZAP&street=ZAP,200,OK,2,400,23388
