Wall time,Step,Value
1698366658.761919,1343,0.9634655117988586
1698366877.3759308,2687,0.9737647175788879
1698367095.906942,4031,0.9641780853271484
1698367316.4123416,5375,0.9569852352142334
1698367535.6362925,6719,0.9596174359321594
1698367755.5450256,8063,0.9626947045326233
1698367974.93043,9407,0.9663100838661194
1698368194.9566705,10751,0.9605365991592407
1698368415.426072,12095,0.9572848081588745
1698368636.1017194,13439,0.9614003896713257
1698368855.5594237,14783,0.9444027543067932
1698369074.271476,16127,0.9475061893463135
1698369296.8620894,17471,0.9522907733917236
1698369516.6538973,18815,0.9381697177886963
1698369735.7230947,20159,0.9479541182518005
1698369954.5859075,21503,0.941817045211792
1698370174.3949366,22847,0.9376839399337769
1698370394.4927733,24191,0.9303340315818787
1698370614.4836202,25535,0.9417995810508728
1698370834.6057682,26879,0.936005711555481
1698371054.8384602,28223,0.9349644780158997
1698371270.7697608,29567,0.9303020238876343
1698371491.7493548,30911,0.9377566576004028
1698371712.814251,32255,0.9485474824905396
1698371933.1293778,33599,0.9429455399513245
1698372148.6038873,34943,0.9424365758895874
1698372370.138629,36287,0.9336817860603333
1698372585.450175,37631,0.9405372738838196
1698372807.3667364,38975,0.925872266292572
1698373030.435688,40319,0.9295167326927185
1698373246.5464485,41663,0.9262969493865967
1698373469.389688,43007,0.9154188632965088
1698373685.3330388,44351,0.901481032371521
1698373908.6941698,45695,0.8934562802314758
1698374124.288024,47039,0.9032901525497437
1698374348.262042,48383,0.9015479683876038
1698374564.08834,49727,0.8898031711578369
1698374788.3960826,51071,0.8943725228309631
1698375004.5293941,52415,0.8892475962638855
1698375220.273425,53759,0.8795795440673828
1698375445.3021133,55103,0.8654468059539795
1698375660.4795258,56447,0.8767233490943909
1698375885.7821205,57791,0.8826538920402527
1698376101.878372,59135,0.8741463422775269
1698376317.7929633,60479,0.8746756911277771
1698376543.9688532,61823,0.8806266188621521
1698376759.9333706,63167,0.8758885860443115
1698376975.3136637,64511,0.8758274912834167
1698377202.5129018,65855,0.8782590627670288
1698377418.1401076,67199,0.8692890405654907
1698377633.7665312,68543,0.8705281019210815
1698377861.7289517,69887,0.8764179348945618
1698378077.9041593,71231,0.8663775324821472
1698378293.4732826,72575,0.8625760674476624
1698378522.0941548,73919,0.8600776195526123
1698378738.2314188,75263,0.8539928793907166
1698378954.2518277,76607,0.855266809463501
1698379183.3607585,77951,0.8642077445983887
1698379398.8224914,79295,0.8560637831687927
1698379614.2685199,80639,0.8511046767234802
1698379843.6716635,81983,0.8629076480865479
1698380060.253645,83327,0.8719416260719299
1698380275.7070665,84671,0.860414981842041
1698380492.0754871,86015,0.8635562658309937
1698380722.9320366,87359,0.8669388890266418
1698380939.3546426,88703,0.8643735647201538
1698381155.0107958,90047,0.859679102897644
1698381370.8795576,91391,0.8588938117027283
1698381602.6096241,92735,0.8603713512420654
1698381818.5859299,94079,0.863652229309082
1698382034.5945668,95423,0.8514537215232849
1698382251.2542415,96767,0.8471810221672058
1698382484.1272597,98111,0.8551621437072754
1698382700.9117432,99455,0.8587280511856079
1698382916.8749683,100799,0.8524222373962402
1698383132.526992,102143,0.8528439998626709
1698383348.389398,103487,0.8650890588760376
1698383582.4549034,104831,0.8620001673698425
1698383798.6087322,106175,0.8661245107650757
1698384013.972169,107519,0.8732854127883911
